Date,Budget,Expense,Income ($),Expense ($),Source Tab,Matched Keyword,Matched Vendor,Reimbursable Trip,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 7,Column 8,Column 9,Column 10,Column 11,Column 12,Column 13,Column 14,Column 15,Column 16,Column 17
5/13/2025,Utilities,WEB AUTHORIZED PMT Cinergy Metronet,$0.00,$58.68,5,cinergy metronet,,FALSE,,,,,,,,,,,,,,,,,
6/10/2025,Utilities,WEB AUTHORIZED PMT Cinergy Metronet,$0.00,$58.68,5,cinergy metronet,,FALSE,,,,,,,,,,,,,,,,,
7/11/2025,Utilities,WEB AUTHORIZED PMT Cinergy Metronet,$0.00,$58.68,5,cinergy metronet,,FALSE,,,,,,,,,,,,,,,,,
7/28/2025,Education,WEB AUTHORIZED PMT ISave 529 ACH,$0.00,"$4,260.00",5,isave 529,,FALSE,,,,,,,,,,,,,,,,,
8/11/2025,Utilities,WEB AUTHORIZED PMT Metro Fibernet L,$0.00,$71.18,5,metro fibernet,,FALSE,,,,,,,,,,,,,,,,,
9/10/2025,Utilities,WEB AUTHORIZED PMT Metro Fibernet L,$0.00,$7.84,5,metro fibernet,,FALSE,,,,,,,,,,,,,,,,,
10/14/2025,Utilities,WEB AUTHORIZED PMT Metro Fibernet L,$0.00,$58.68,5,metro fibernet,,FALSE,,,,,,,,,,,,,,,,,
1/30/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$192.12,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$184.73,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
4/2/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$194.00,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
5/30/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$123.70,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
7/2/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$150.57,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
7/30/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$168.04,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$138.97,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,
5/2/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$155.98,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/28/2025,Utilities,WEB AUTHORIZED PMT MIDAMERICAN,$0.00,$162.80,5,midamerican,,FALSE,,,,,,,,,,,,,,,,,FALSE
1/13/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$295.53,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
1/14/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$35.00,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
1/17/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$52.49,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
1/28/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$5.29,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
1/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$3.17,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
2/18/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$5.93,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
2/18/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$5.93,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$3.17,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
3/31/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$3.17,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
4/9/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
5/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
5/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
6/2/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$15.89,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$190.79,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
6/18/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$12.71,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
6/24/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$1.05,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
6/30/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$15.89,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
7/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$2.18,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
8/11/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$3.17,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
8/18/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$47.65,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
8/22/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
9/2/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$35.00,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
9/22/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$12.71,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
9/22/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
9/23/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$15.89,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
9/25/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$13.77,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
9/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,
4/28/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$4.23,5,paypal,,FALSE,,,,,,,,,,,,,,,,,FALSE
4/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$3.17,5,paypal,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/29/2025,Entertainment,WEB AUTHORIZED PMT PAYPAL,$0.00,$10.59,5,paypal,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/5/2025,Insurance,WEB AUTHORIZED PMT PENN MUTUAL LIFE,$0.00,$415.10,5,penn mutual life,,FALSE,,,,,,,,,,,,,,,,,
6/5/2025,Insurance,WEB AUTHORIZED PMT PENN MUTUAL LIFE,$0.00,$678.40,5,penn mutual life,,FALSE,,,,,,,,,,,,,,,,,
2/19/2025,Taxes,WEB AUTHORIZED PMT Polk County Trea,$0.00,$363.30,5,polk county trea,,FALSE,,,,,,,,,,,,,,,,,
2/28/2025,Taxes,WEB AUTHORIZED PMT Polk County Trea,$0.00,"$2,620.30",5,polk county trea,,FALSE,,,,,,,,,,,,,,,,,
9/3/2025,Taxes,WEB AUTHORIZED PMT Polk County Trea,$0.00,"$2,676.30",5,polk county trea,,FALSE,,,,,,,,,,,,,,,,,
7/22/2025,Taxes,WEB AUTHORIZED PMT Polk County Trea,$0.00,$197.30,5,polk county trea,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/28/2025,Clothing,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$45.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/2/2025,Clothing,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$65.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/8/2025,Clothing,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$100.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/8/2025,Clothing,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$150.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/8/2025,Giving,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$60.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Giving,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$200.00,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/17/2025,Giving,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$325.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/29/2025,Housing,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$240.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/15/2025,Restaurant,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$100.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Restaurant,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$75.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/3/2025,Transportation,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$500.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/3/2025,Transportation,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$500.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/3/2025,Transportation,WEB AUTHORIZED PMT RAISERIGHT,$0.00,$500.29,5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
9/29/2025,Vacation,WEB AUTHORIZED PMT RAISERIGHT,$0.00,"$6,700.29",5,raiseright,,FALSE,,,,,,,,,,,,,,,,,FALSE
5/9/2025,Housing,WEB AUTHORIZED PMT ROOF IOWA LLC,$0.00,$371.00,5,roof iowa,,FALSE,,,,,,,,,,,,,,,,,
2/3/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
3/3/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
4/1/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
6/2/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
7/1/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
8/1/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
9/2/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
10/1/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,
5/1/2025,Housing,WEB AUTHORIZED PMT US BANK HOME MTG,$0.00,$896.81,5,us bank home mtg,,FALSE,,,,,,,,,,,,,,,,,FALSE
6/3/2025,Insurance,WEB AUTHORIZED PMT USAA P&C,$0.00,$840.56,5,usaa p&c,,FALSE,,,,,,,,,,,,,,,,,
5/2/2025,Insurance,WEB AUTHORIZED PMT USAA P&C,$0.00,"$1,961.56",5,usaa p&c,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/29/2025,Education,WEB AUTHORIZED PMT USSF Learning Ce,$0.00,$63.00,5,ussf learning,,FALSE,,,,,,,,,,,,,,,,,
3/12/2025,Entertainment,WELLS FARGO ARENA DES MOINES IA,$0.00,$10.70,1,wells fargo arena,,FALSE,,,,,,,,,,,,,,,,,
7/2/2025,Restaurant,Wendy'S 10669,$0.00,$7.35,2,wendy,,FALSE,,,,,,,,,,,,,,,,,
7/2/2025,Restaurant,Wendy'S 10669,$0.00,$3.52,2,wendy,,FALSE,,,,,,,,,,,,,,,,,
7/19/2025,Groceries,WHEATSFIELD COOPERATIV AMES IA,$0.00,$17.65,1,wheatsfield,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/15/2025,Clothing,Wm Superc 1002 Se Nati,$0.00,$0.21,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
6/1/2025,Clothing,Wm Superc 1002 Se Nati,$0.00,$3.70,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Clothing,Wm Superc 1002 Se Nati,$0.00,$2.08,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Clothing,Wm Superc 1002 Se Nati,$0.00,$1.38,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
8/2/2025,Clothing,Wm Superc 1002 Se Nati,$0.00,$1.36,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/15/2025,Giving,Wm Superc 1002 Se Nati,$0.00,$0.21,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
6/1/2025,Giving,Wm Superc 1002 Se Nati,$0.00,$3.70,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Giving,Wm Superc 1002 Se Nati,$0.00,$2.08,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Giving,Wm Superc 1002 Se Nati,$0.00,$1.38,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
8/2/2025,Giving,Wm Superc 1002 Se Nati,$0.00,$1.36,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/15/2025,Groceries,Wm Superc 1002 Se Nati,$0.00,$1.47,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
6/1/2025,Groceries,Wm Superc 1002 Se Nati,$0.00,$25.88,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Groceries,Wm Superc 1002 Se Nati,$0.00,$14.57,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Groceries,Wm Superc 1002 Se Nati,$0.00,$9.63,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
8/2/2025,Groceries,Wm Superc 1002 Se Nati,$0.00,$9.51,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/1/2025,Housing,Wm Superc 1002 Se Nati,$0.00,$7.39,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Housing,Wm Superc 1002 Se Nati,$0.00,$4.16,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Housing,Wm Superc 1002 Se Nati,$0.00,$2.75,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/15/2025,Housing,Wm Superc 1002 Se Nati,$0.00,$0.42,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
8/2/2025,Housing,Wm Superc 1002 Se Nati,$0.00,$2.72,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/1/2025,Retail,Wm Superc 1002 Se Nati,$0.00,$3.70,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Retail,Wm Superc 1002 Se Nati,$0.00,$2.08,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Retail,Wm Superc 1002 Se Nati,$0.00,$1.38,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
8/2/2025,Retail,Wm Superc 1002 Se Nati,$0.00,$1.36,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/15/2025,Retail,Wm Superc 1002 Se Nati,$0.00,$0.21,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
6/1/2025,Toiletries,Wm Superc 1002 Se Nati,$0.00,$29.57,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/17/2025,Toiletries,Wm Superc 1002 Se Nati,$0.00,$16.65,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Toiletries,Wm Superc 1002 Se Nati,$0.00,$11.00,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
8/2/2025,Toiletries,Wm Superc 1002 Se Nati,$0.00,$10.87,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/15/2025,Toiletries,Wm Superc 1002 Se Nati,$0.00,$1.68,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,FALSE
7/5/2025,Clothing,Wm Superc 130 Commerce,$0.00,$0.54,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/5/2025,Giving,Wm Superc 130 Commerce,$0.00,$0.54,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/5/2025,Groceries,Wm Superc 130 Commerce,$0.00,$3.80,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/5/2025,Housing,Wm Superc 130 Commerce,$0.00,$1.09,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/5/2025,Retail,Wm Superc 130 Commerce,$0.00,$0.54,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
7/5/2025,Toiletries,Wm Superc 130 Commerce,$0.00,$4.35,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Clothing,Wm Superc Wal-Mart Sup,$0.00,$0.65,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Giving,Wm Superc Wal-Mart Sup,$0.00,$0.65,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Groceries,Wm Superc Wal-Mart Sup,$0.00,$4.52,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Housing,Wm Superc Wal-Mart Sup,$0.00,$1.29,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Retail,Wm Superc Wal-Mart Sup,$0.00,$0.65,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Toiletries,Wm Superc Wal-Mart Sup,$0.00,$5.16,2,wm superc,walmart,FALSE,,,,,,,,,,,,,,,,,
,Retail,Wm Supercenter #892,$25.38,$0.00,2,wm supercenter,walmart,FALSE,,,,,,,,,,,,,,,,,
1/15/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,
3/15/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,
4/15/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,
5/23/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,
6/23/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,
8/26/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,
2/15/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/23/2025,Health,WW INT'L-DIGITAL,$0.00,$10.60,1,ww int'l,,FALSE,,,,,,,,,,,,,,,,,FALSE
7/31/2025,Health,WWW.CROWN-CLEANERS.COM WEST DES MOIN IA,$0.00,$19.07,1,ww,,FALSE,,,,,,,,,,,,,,,,,
7/31/2025,Health,WWW.CROWN-CLEANERS.COM WEST DES MOIN IA,$0.00,$64.76,1,ww,,FALSE,,,,,,,,,,,,,,,,,
3/7/2025,Clothing,Www.Kohls.Com #0873,$0.00,$18.02,2,kohls,,FALSE,,,,,,,,,,,,,,,,,FALSE
4/21/2025,Clothing,WWW.KOHLS.COM #0873 MIDDLETOWN OH,$0.00,$134.48,1,kohls,,FALSE,,,,,,,,,,,,,,,,,
8/1/2025,Clothing,WWW.KOHLS.COM #0873 MIDDLETOWN OH,$0.00,$35.00,1,kohls,,FALSE,,,,,,,,,,,,,,,,,
3/29/2025,Restaurant,YAGAS CAFE GALVESTON TX,$0.00,$15.98,1,yagas cafe,,FALSE,,,,,,,,,,,,,,,,,
3/7/2025,Education,YMCA OF GREATER DES MO DES MOINES IA,$0.00,$105.00,1,ymca,,FALSE,,,,,,,,,,,,,,,,,FALSE
8/14/2025,Vacation,"YUKON SUSPENSION BRIDG WHITEHORSE YT
 CA DOLLAR",$0.00,$8.15,1,yukon suspension,,FALSE,,,,,,,,,,,,,,,,,
6/11/2025,Vacation,ZELLE INSTANT PMT FROM Peter Fouad Fanous            USBaTzqnDPpy,$333.09,$0.00,5,zelle instant,,FALSE,,,,,,,,,,,,,,,,,
8/11/2025,Vacation,ZELLE INSTANT PMT TO Peter Fanous                  USBECL7nUTAX,$0.00,$50.00,5,zelle instant,,FALSE,,,,,,,,,,,,,,,,,
8/11/2025,Vacation,ZELLE INSTANT PMT TO Peter Fanous                  USBLe7gnUTBj,$0.00,$50.00,5,zelle instant,,FALSE,,,,,,,,,,,,,,,,,
,Retail,,$0.00,$5.82,1,,,FALSE,,,,,,,,,,,,,,,,,
,Retail,,$0.00,$10.60,1,,,FALSE,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
